case_id,center,checkpoint_path,checkpoint_sha256,direction,modality_group,origin,prediction_path,prediction_sha256,seed,shape,source_prefix,spacing,variant
Case3026,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.7252914558777445, 0.07255419755220803, -0.6846081107883737, 0.6806933950710812, -0.22435602535340227, 0.6973670442994252, 0.10299905794397776, 0.9718025840185746, 0.21211067905189807]",C0+LGE+T2,"[-39.60476303100586, -172.83050537109375, -220.1192626953125]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case3026.nii.gz,41b653ca720235b69da4f9b4396fe551de7ce2949a43dfc448997ee93b81915d,20260724,"[5, 471, 474]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[0.7290666699409485, 0.7290666699409485, 14.00000286102295]",student_reliable_distill
Case3034,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.5859175564718718, 0.32937966284568093, -0.7404118020185919, 0.7981866136020547, -0.0767277530634065, 0.5975039620813288, -0.13999552451601863, 0.9410748586661459, 0.3078625971577183]",C0+LGE+T2,"[-67.88310241699219, -162.7578125, -177.7248077392578]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case3034.nii.gz,da897f4306fac8b533e0fc103d469a5125eb67cd3f2456f832b05f5f341cca12,20260724,"[4, 458, 462]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[0.7290666699409485, 0.7290666699409485, 23.000001907348633]",student_reliable_distill
Case3038,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.7777000590165278, 0.444800135033682, -0.44422458824105515, 0.5818294145845596, -0.24173466023005047, 0.7765557627345737, -0.23802762556030704, 0.8623903953068357, 0.4467948775062101]",C0+LGE+T2,"[-163.87860107421875, -154.21568298339844, -173.9169921875]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case3038.nii.gz,1b3299f1a52de907b5e2c91f6b4243b31b05b9ffdcc87ac68186a088bac31515,20260724,"[3, 508, 506]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[0.7421875, 0.7421875, 13.999996185302734]",student_reliable_distill
Case3040,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.6492576568531518, 0.21545779416436095, -0.7294123905734631, 0.7603728700155971, -0.16212529296593212, 0.628926455814769, -0.017250900318499022, 0.9629607096421632, 0.2690893488307912]",C0+LGE+T2,"[-72.97633361816406, -194.67489624023438, -191.24249267578125]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case3040.nii.gz,433a57b4079c761a241fec4696a6b6fe098a70cca8c76c032f0bffbaa2b6525f,20260724,"[3, 495, 498]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[0.7290666699409485, 0.7290666699409485, 22.999998092651367]",student_reliable_distill
Case3044,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.7495367069867379, 0.16507350490229875, -0.6410502771205954, 0.6618336324199341, -0.20600387389202465, 0.7207902961779263, 0.013075468531279976, 0.9645274189574653, 0.2636586640703183]",C0+LGE+T2,"[-108.28376770019531, -172.17514038085938, -145.09034729003906]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case3044.nii.gz,3294c39456f5d91317442fcf0f76066f76cfc77868e4ae562a99ffa47d3c54c7,20260724,"[3, 499, 501]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[0.7290666699409485, 0.7290666699409485, 23.000001907348633]",student_reliable_distill
Case5005,CenterE,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE,"[0.0, 0.0, 40.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case5005.nii.gz,363ff744a6fcb86f62e26836a8bb4924811bb625b062e7efeee8daaacfb76028,20260724,"[6, 256, 256]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.3671875, 1.3671875, 10.0]",student_reliable_distill
Case6001,CenterF,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE,"[0.0, 0.0, 20.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case6001.nii.gz,3ef189510157259dd5af5478b560ddf5ad6311a4129111edf5a4018f090e50cd,20260724,"[8, 288, 288]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.25, 1.25, 10.0]",student_reliable_distill
Case6010,CenterF,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE,"[0.0, 0.0, 20.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case6010.nii.gz,b8f2c21bf51a4c8bb43e81dea2fc5bc45cb13688cc0750fd8d9fc8ff667d5442,20260724,"[7, 288, 288]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.25, 1.25, 10.0]",student_reliable_distill
Case7005,CenterG,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE,"[0.0, 0.0, 24.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case7005.nii.gz,692a3a1194c23a1958d25ef6f5cc247df1bd8ed39f6e4093c303a1453511d36f,20260724,"[6, 256, 200]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.40625, 1.40625, 8.0]",student_reliable_distill
Case8003,CenterH,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.3540948295081784, -0.4565197231199259, -0.8162148064395759, 0.9173911027695067, 1.442610491596351e-06, 0.39798688880046107, -0.1816876888369777, -0.8897132922466793, 0.4188076242044012]",LGE-only,"[62.1943359375, -106.63277435302734, 192.1056671142578]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case8003.nii.gz,c52a3e8b962cf0a42c5b8ef2f7e640cef023ca5c79822834d843e7d0d8481412,20260724,"[8, 256, 192]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.3671875, 1.3671875, 11.250004768371582]",student_reliable_distill
Case8011,CenterH,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.3880306206416686, -0.49484815921938297, -0.7775330050232226, 0.8947656305303826, -1.509639836543647e-07, 0.4465360693952296, -0.2209676534382544, -0.8689794585127807, 0.44277303986197686]",LGE-only,"[92.54377746582031, -138.62281799316406, 174.47201538085938]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case8011.nii.gz,fa12ac617ae1cd1717ac70a21f517ac6741316eff444dc714041671628710f05,20260724,"[8, 256, 192]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.484375, 1.484375, 11.249999046325684]",student_reliable_distill
Case8015,CenterH,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.4731885101523182, -0.5480985769894338, -0.6896960248919388, 0.8245871233266086, -1.857666693274277e-08, 0.5657349578641373, -0.31007855440803656, -0.836413743252798, 0.45195503172187507]",LGE-only,"[24.057035446166992, -115.60334014892578, 159.41259765625]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case8015.nii.gz,11f61972d925d7f205b0db9069159637b0d06b5558ac29f3b031a9592cd802ff,20260724,"[8, 256, 206]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.3671875, 1.3671875, 10.0]",student_reliable_distill
Case8019,CenterH,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.38327009284005953, -0.08150594065439361, -0.9200330608181649, 0.9231043519440151, -5.697455811879439e-08, 0.38454952946520304, -0.031343122952128835, -0.9966728558750054, 0.07523846349872994]",LGE-only,"[-5.577402114868164, -129.3861846923828, 187.28347778320312]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case8019.nii.gz,2719d312d071b7510e0f7bbdaa8da449ba89b0ee9c4af4115c135c4cd59fbb55,20260724,"[8, 256, 192]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.484375, 1.484375, 11.25]",student_reliable_distill
Case8021,CenterH,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.5607836601101082, -0.4122449679117159, -0.7180360745738034, 0.788121239643319, -1.2367147831633145e-07, 0.6155199966654084, -0.25374514414386085, -0.911073041216484, 0.32489895246931644]",LGE-only,"[2.053392171859741, -127.28497314453125, 203.20965576171875]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case8021.nii.gz,9a2fca117e40451e8e43ec2997d8f101034b9085cf32d7f65f752d38c96dadb1,20260724,"[8, 256, 192]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.484375, 1.484375, 11.699999809265137]",student_reliable_distill
Case8022,CenterH,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.5657996082431476, -0.37665665340605337, -0.733485206553226, 0.7917987117919888, -6.848806240393419e-07, 0.6107821574584118, -0.23005565265050024, -0.9263529378398296, 0.2982358259800778]",LGE-only,"[-36.82708740234375, -87.58876037597656, 165.5819549560547]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case8022.nii.gz,875e587ad109274057c80ef9e65d35857aff39f948b0bf8005fddc923bd45d8b,20260724,"[8, 256, 192]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.3671875, 1.3671875, 9.999998092651367]",student_reliable_distill
Case8023,CenterH,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[0.42634469538484177, -0.629163905516176, -0.64990998864138, 0.836141555481711, -1.2393186132682465e-08, 0.5485136619354926, -0.3451050563434725, -0.7772726548616209, 0.5260701182677814]",LGE-only,"[101.56582641601562, -98.36970520019531, 127.26007843017578]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_reliable_distill_seed20260724_epoch025_f68849c8/Case8023.nii.gz,1ce3327d8f1706a3b3f2a8368d4d9d01c54c1d0a9a4342e8bbee7043491f703d,20260724,"[8, 256, 192]",phase1_student_reliable_distill_seed20260724_epoch025_f68849c8,"[1.484375, 1.484375, 11.699999809265137]",student_reliable_distill
Case1002,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1002.nii.gz,7e7a94cfc2418302a5438e5b33981ab764715c9534e622b4a5abacccb00f15ae,20260723,"[9, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3672000169754028, 1.3672000169754028, 10.0]",teacher_full_view
Case1007,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1007.nii.gz,5e7353d8f0c43f969488b9b0bafc6d8836cdd79070db28532c652fb0989bc359,20260723,"[24, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3672000169754028, 1.3672000169754028, 4.0]",teacher_full_view
Case1009,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1009.nii.gz,d14b09c0747de2f1ec91cf57e4bdf359e18969ef4bc690fde298935bf06e051d,20260723,"[16, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3672000169754028, 1.3672000169754028, 5.0]",teacher_full_view
Case1010,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1010.nii.gz,987befc29e906a36648c22a4ee6224e208e2b3fa31495c3e7b4bef730921dfac,20260723,"[12, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3672000169754028, 1.3672000169754028, 9.0]",teacher_full_view
Case1021,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1021.nii.gz,8db33ff097449aeee73d93e3f39c4d83e249060955c0f0e03f0c58b0d456f600,20260723,"[12, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3672000169754028, 1.3672000169754028, 9.0]",teacher_full_view
Case1023,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1023.nii.gz,bff7bdc4309c21128f3217acf0f5d7549d0c563112d4685aa57cd7f4a24614d4,20260723,"[21, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.6405999660491943, 1.6405999660491943, 5.0]",teacher_full_view
Case1029,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1029.nii.gz,e86ecda14b6923bd674a590e52ca2151acbf1366287068bec3edceb24e4e5255,20260723,"[19, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3280999660491943, 1.3280999660491943, 5.0]",teacher_full_view
Case1033,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1033.nii.gz,3f4b71795cafb89701421499dd898cfd8430c0e3cac8049d9a7b4600c184980f,20260723,"[20, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3280999660491943, 1.3280999660491943, 5.0]",teacher_full_view
Case1040,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1040.nii.gz,ecaebe91dd728b27e3bdff696466b1245bee99f6b7d2f2d31b2b34b624623973,20260723,"[12, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3672000169754028, 1.3672000169754028, 8.5]",teacher_full_view
Case1042,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1042.nii.gz,22c4ddb55ce38e767dbee489eea789011c28db53444b364e8a5553cb82093736,20260723,"[7, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3672000169754028, 1.3672000169754028, 16.5]",teacher_full_view
Case1045,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1045.nii.gz,bbe35ebbea78997709a68e69fd8c60f6468909919fd6875364e97737f0d6425d,20260723,"[9, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.4844000339508057, 1.4844000339508057, 12.5]",teacher_full_view
Case1047,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1047.nii.gz,1ac001ae66676c3eb9ff435b81176f5cae99a4fd913d83d91cb32b0a62375da3,20260723,"[24, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.4452999830245972, 1.4452999830245972, 5.0]",teacher_full_view
Case1053,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1053.nii.gz,836fdcfe1ea9d5ecbfcc071ab9bd5d995f286e2efe79ed8d2d0d432c9c0fb446,20260723,"[9, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.5625, 1.5625, 13.0]",teacher_full_view
Case1062,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1062.nii.gz,75675cb78ad17fff82d3f3c9d2db624ce68c25caeae62146239bb1647fef9af2,20260723,"[20, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3280999660491943, 1.3280999660491943, 5.0]",teacher_full_view
Case1070,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1070.nii.gz,932f3b1a30b39960c96afb1c1c889e54ad8b733a3a328011a3647e478b0f48e8,20260723,"[20, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.25, 1.25, 4.5]",teacher_full_view
Case1073,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1073.nii.gz,c01d6782c6930f61896abd5607bb7fc2d1c3a0b2548b9c690a7b11463109a3c4,20260723,"[10, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.3672000169754028, 1.3672000169754028, 10.5]",teacher_full_view
Case1080,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case1080.nii.gz,80981fc3209a8e8a5f96f7159c474e2b85405400448ff2478d954cfd1b9ef1d5,20260723,"[9, 256, 256]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.4844000339508057, 1.4844000339508057, 11.0]",teacher_full_view
Case2002,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 10.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case2002.nii.gz,981a2c9b8460178a0124d0e12c6da0d33de022189d1a816cffda90706c15de05,20260723,"[6, 251, 264]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.328125, 1.328125, 10.0]",teacher_full_view
Case2007,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 10.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_teacher_full_view_seed20260723_epoch050_e92521fc/Case2007.nii.gz,fe0743e07aad16825b27701455131b5c7b983249f5e4b887eb795115b58388c0,20260723,"[6, 166, 160]",phase1_teacher_full_view_seed20260723_epoch050_e92521fc,"[1.7708333730697632, 1.7708333730697632, 10.0]",teacher_full_view
