phase,checkpoint_path,checkpoint_sha256,state_dict_sha256,hash_receipt_scope,r1_clean_reload_obligation,optimizer_step,scheduled_checkpoint,recoverable,exclusion_reason,parent_training_fingerprint_sha256,source_inventory,checkpoint_name,assignment_index,assigned_partition,logical_run_id,attempt_credit
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_15000.pt,ba99182df3415de53101c5f8ea38826bcb0fc6e7f9f3026df5f4de53525f7340,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,15000,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_15000,94,htzhulab,route_C_round03_R1_checkpoint_ba99182df3415de53101c5f8ea38826bcb0fc6e7f9f3026df5f4de53525f7340,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_18326.pt,c0c85709786a9499c769234de4d3170e4d4f55fe6fec487b5ee0fd8e0ff78a7a,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,18326,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_18326,95,a100-gpu,route_C_round03_R1_checkpoint_c0c85709786a9499c769234de4d3170e4d4f55fe6fec487b5ee0fd8e0ff78a7a,pending
alignment_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_pair_valid_alignment_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_7500.pt,c38388080d300431837a31c2e3d53883200864eea79b9b48ede185a4cc25b8bb,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,7500,true,true,,1e0dfe0ada3575f8c193400cc156ca65cbbef25cbe4c3e0f40e810b9b9b25f51,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_7500,96,htzhulab,route_C_round03_R1_checkpoint_c38388080d300431837a31c2e3d53883200864eea79b9b48ede185a4cc25b8bb,pending
hard_negative_refresh,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_hard_negative_refresh/checkpoints/fold_0/propref_config/checkpoint_validation_step_16000.pt,c44a7356be0f3f92309de8639cc036b39505d1b10b9a57b9c35baaebfcd85e88,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,16000,true,true,,58d300460614cd4919218a672575ed2c80719f62640781646ade96966c13d536,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_16000,97,a100-gpu,route_C_round03_R1_checkpoint_c44a7356be0f3f92309de8639cc036b39505d1b10b9a57b9c35baaebfcd85e88,pending
alignment_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_pair_valid_alignment_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_3750.pt,c523852344c107de27639c69ddd4ea30f5e14a98192926bfcb3c390ca1af7bf0,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,3750,true,true,,1e0dfe0ada3575f8c193400cc156ca65cbbef25cbe4c3e0f40e810b9b9b25f51,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_3750,98,htzhulab,route_C_round03_R1_checkpoint_c523852344c107de27639c69ddd4ea30f5e14a98192926bfcb3c390ca1af7bf0,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_final.pt,c53f601e190b7d914cfa3b45a76f149c6899315474f46b7d5c33bc1d3602f9f5,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,,best_or_final,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_final,99,a100-gpu,route_C_round03_R1_checkpoint_c53f601e190b7d914cfa3b45a76f149c6899315474f46b7d5c33bc1d3602f9f5,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_20000.pt,c5ade8e008afbcd4da960b2dc67ce7ea4876ea862ab21672ceca5ecad9eca7fc,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,20000,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_20000,100,htzhulab,route_C_round03_R1_checkpoint_c5ade8e008afbcd4da960b2dc67ce7ea4876ea862ab21672ceca5ecad9eca7fc,pending
alignment_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_pair_valid_alignment_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_1250.pt,c7f45d19bd30ac9ecb3a414d8e63d98c5a2e4cc6a93e214f3465fd1989cbe6e2,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,1250,true,true,,1e0dfe0ada3575f8c193400cc156ca65cbbef25cbe4c3e0f40e810b9b9b25f51,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_1250,101,a100-gpu,route_C_round03_R1_checkpoint_c7f45d19bd30ac9ecb3a414d8e63d98c5a2e4cc6a93e214f3465fd1989cbe6e2,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_14315.pt,c98b0af8f3f6ea4315ab63f85c634ba80e726359ef39bce6cf1310b57845f803,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,14315,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_14315,102,htzhulab,route_C_round03_R1_checkpoint_c98b0af8f3f6ea4315ab63f85c634ba80e726359ef39bce6cf1310b57845f803,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_11662.pt,cc1e2d95c0ba6a32667c959f1f7661b408a46fa9c7463d4bcd020c9940f6671a,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,11662,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_11662,103,a100-gpu,route_C_round03_R1_checkpoint_cc1e2d95c0ba6a32667c959f1f7661b408a46fa9c7463d4bcd020c9940f6671a,pending
hard_negative_refresh,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_hard_negative_refresh/checkpoints/fold_0/propref_config/checkpoint_best.pt,ce60e6b3f0f77efd392d04b917356b12234491f90011c1ddaac8a637e9168fe6,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,,best_or_final,true,,58d300460614cd4919218a672575ed2c80719f62640781646ade96966c13d536,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_best,104,htzhulab,route_C_round03_R1_checkpoint_ce60e6b3f0f77efd392d04b917356b12234491f90011c1ddaac8a637e9168fe6,pending
alignment_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_pair_valid_alignment_control/checkpoints/fold_0/propref_config/checkpoint_final.pt,d1d5e8bf2c96a0cf446b0d56009d76081e9d4cf5ba2d9a4ea3540e077d05e80c,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,,best_or_final,true,,1e0dfe0ada3575f8c193400cc156ca65cbbef25cbe4c3e0f40e810b9b9b25f51,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_final,105,a100-gpu,route_C_round03_R1_checkpoint_d1d5e8bf2c96a0cf446b0d56009d76081e9d4cf5ba2d9a4ea3540e077d05e80c,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_4998.pt,d20642fd459ec7e962fd3aad42ce107381a37d48402005362b7369ab7ea18ec8,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,4998,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_4998,106,htzhulab,route_C_round03_R1_checkpoint_d20642fd459ec7e962fd3aad42ce107381a37d48402005362b7369ab7ea18ec8,pending
alignment_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_pair_valid_alignment_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_6000.pt,d2b7a0e2d6389ac12898357d4e3ca9e0e7009d7971fa045fb0ed65fc14e27479,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,6000,true,true,,1e0dfe0ada3575f8c193400cc156ca65cbbef25cbe4c3e0f40e810b9b9b25f51,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_6000,107,a100-gpu,route_C_round03_R1_checkpoint_d2b7a0e2d6389ac12898357d4e3ca9e0e7009d7971fa045fb0ed65fc14e27479,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_25000.pt,d2f415fdd1f9b9837ddda545d6c12620137b9c39b4a360a339b362d0699cabcf,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,25000,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_25000,108,htzhulab,route_C_round03_R1_checkpoint_d2f415fdd1f9b9837ddda545d6c12620137b9c39b4a360a339b362d0699cabcf,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_final.pt,d472cc51c4d928befe907c88b2a047e9cf6424ad2836e6a09be2a3120e3f942c,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,,best_or_final,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_final,109,a100-gpu,route_C_round03_R1_checkpoint_d472cc51c4d928befe907c88b2a047e9cf6424ad2836e6a09be2a3120e3f942c,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_14994.pt,d74be3336e3cd3b519b4217a695b2280b82396d862b408ed375255398ca9e7ac,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,14994,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_14994,110,htzhulab,route_C_round03_R1_checkpoint_d74be3336e3cd3b519b4217a695b2280b82396d862b408ed375255398ca9e7ac,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_40900.pt,d90f6d498ad9128db70e9024c246038d2d2178d40ad9f6ac52a4f09326dbafb2,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,40900,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_40900,111,a100-gpu,route_C_round03_R1_checkpoint_d90f6d498ad9128db70e9024c246038d2d2178d40ad9f6ac52a4f09326dbafb2,pending
hard_negative_refresh,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_hard_negative_refresh/checkpoints/fold_0/propref_config/checkpoint_validation_step_14000.pt,dfae367b978595fd4a3be182c1c9c8d4795e0f48072690010c139b8a2ebad391,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,14000,true,true,,58d300460614cd4919218a672575ed2c80719f62640781646ade96966c13d536,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_14000,112,htzhulab,route_C_round03_R1_checkpoint_dfae367b978595fd4a3be182c1c9c8d4795e0f48072690010c139b8a2ebad391,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_4998.pt,dff9004766bbc3b91034f2d297e24818316ff3440ee00d16ca3e860d76a0b95f,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,4998,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_4998,113,a100-gpu,route_C_round03_R1_checkpoint_dff9004766bbc3b91034f2d297e24818316ff3440ee00d16ca3e860d76a0b95f,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_6664.pt,e3b7d90d3c005a43c34a3f2c1afc5ad46e241e908711982c69bc24cd686c1a01,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,6664,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_6664,114,htzhulab,route_C_round03_R1_checkpoint_e3b7d90d3c005a43c34a3f2c1afc5ad46e241e908711982c69bc24cd686c1a01,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_8180.pt,e3f9ff7f52de1947f9320b2557bcf3c4bdd7f164b38950c7d619bb77c5254ea5,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,8180,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_8180,115,a100-gpu,route_C_round03_R1_checkpoint_e3f9ff7f52de1947f9320b2557bcf3c4bdd7f164b38950c7d619bb77c5254ea5,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_9000.pt,e83109ebce3166815ee8cc363401bb748f08613ad53bbc822e08eee49cb5ee84,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,9000,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_9000,116,htzhulab,route_C_round03_R1_checkpoint_e83109ebce3166815ee8cc363401bb748f08613ad53bbc822e08eee49cb5ee84,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_6664.pt,ec6ee8cd2d10d4a390ef0b86596a3bdd3bec6d5642a1fc9009e181486a831175,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,6664,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_6664,117,a100-gpu,route_C_round03_R1_checkpoint_ec6ee8cd2d10d4a390ef0b86596a3bdd3bec6d5642a1fc9009e181486a831175,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_5000.pt,eda5efe913f4daae702888d7864ddd20b39f2f45da94704ff297e4d92c7d3a80,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,5000,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_5000,118,htzhulab,route_C_round03_R1_checkpoint_eda5efe913f4daae702888d7864ddd20b39f2f45da94704ff297e4d92c7d3a80,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_44990.pt,f08877203233040b158e2c05f86a500178b3ac560f2ee9033285a1238d180cca,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,44990,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_44990,119,a100-gpu,route_C_round03_R1_checkpoint_f08877203233040b158e2c05f86a500178b3ac560f2ee9033285a1238d180cca,pending
alignment_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_pair_valid_alignment_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_6250.pt,f27e29719be088b8eb32f98604653f8acfc1c7ecfa2be0a05edef3a065966f3b,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,6250,true,true,,1e0dfe0ada3575f8c193400cc156ca65cbbef25cbe4c3e0f40e810b9b9b25f51,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_6250,120,htzhulab,route_C_round03_R1_checkpoint_f27e29719be088b8eb32f98604653f8acfc1c7ecfa2be0a05edef3a065966f3b,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_19992.pt,f31e218edd8d39c2b3382457b63223d98967cd0869019a9fba5335bdc1a32946,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,19992,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_19992,121,a100-gpu,route_C_round03_R1_checkpoint_f31e218edd8d39c2b3382457b63223d98967cd0869019a9fba5335bdc1a32946,pending
no_context_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_no_nnunet_context_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_12000.pt,f465cfb80082887aed137a35bc21ec07d5dd5b7650c07fb23e1d7ad362b49f36,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,12000,true,true,,f54db56279cb32e1566dca97a8cd242a19876759fbdfebd5da7a40fbfed49661,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_12000,122,htzhulab,route_C_round03_R1_checkpoint_f465cfb80082887aed137a35bc21ec07d5dd5b7650c07fb23e1d7ad362b49f36,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_16660.pt,f47d9d5dcd4fb5920397b5c04e5ec3b1ec9994759a6ec1a3de81b4c777b0dc5a,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,16660,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_16660,123,a100-gpu,route_C_round03_R1_checkpoint_f47d9d5dcd4fb5920397b5c04e5ec3b1ec9994759a6ec1a3de81b4c777b0dc5a,pending
alignment_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_pair_valid_alignment_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_2000.pt,fb3e40790efaaefddfee6421ab26bab95445b013e657d2670197ec5e43fb1a06,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,2000,true,true,,1e0dfe0ada3575f8c193400cc156ca65cbbef25cbe4c3e0f40e810b9b9b25f51,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_2000,124,htzhulab,route_C_round03_R1_checkpoint_fb3e40790efaaefddfee6421ab26bab95445b013e657d2670197ec5e43fb1a06,pending
